380	0	0	0	0	0.021608529
381	0.001834862	0	0	0	0.016859402
382	0.005504587	0	0	0	0.011872818
383	0.002752294	0	0	0	0.027544939
384	0	0	0	0	0.029682046
385	0	0	0	0	0.036093368
386	0	0	0	0	0.019471422
387	0.000917431	0	0	0	0.018759053
388	0.003669725	0	0	0	0.027307482
389	0.006422018	0	0	0	0.016147033
390	0.009174312	0	0	0	0.023033268
391	0.006422018	0	0	0	0.019708878
392	0.002752294	0	0	0	0.015197208
393	0.002752294	0	0	0	0.012822644
394	0.006422018	0	0	0	0.015434664
395	0.010091743	0	0	0	0.014247382
396	0.01559633	0	0	0	0.017809228
397	0.021100917	0	0	0	0.016859402
398	0.027522936	0	0	0	0.012822644
399	0.037614679	0	0	0	0.016384489
400	0.046788991	0	0	0	0.016147033
401	0.066972477	0	0	0.000847997	0.015909577
402	0.094495413	0	0	0.001695993	0.016859402
403	0.121100917	0	0	0	0.018759053
404	0.175229358	0	0	0.001695993	0.020183791
405	0.228440367	0	0	0.001271995	0.019946335
406	0.300917431	0	0	0.004239983	0.022558355
407	0.403669725	0	0	0.003815985	0.021845986
408	0.506422018	0	0	0.007631969	0.026595113
409	0.665137615	0	0	0.007631969	0.030631871
410	0.839449541	0	0	0.010599958	0.033006435
411	1.027522936	0	0	0.011871953	0.038705388
412	1.293577982	0	0	0.014415942	0.040367582
413	1.550458716	0	0	0.014839941	0.046541448
414	1.880733945	0	0	0.020351919	0.052715314
415	2.220183486	0	0	0.022895908	0.064588132
416	2.568807339	0	0	0.026711893	0.072186736
417	3.082568807	0	0	0.035615858	0.085484292
418	3.623853211	0	0	0.038583846	0.096882198
419	4.23853211	0	0	0.047911808	0.112079405
420	4.899082569	0	0	0.054695781	0.127988982
421	5.568807339	0	0	0.056391774	0.145323297
422	6.330275229	0	0	0.07250371	0.165032175
423	7.110091743	0	0	0.078015688	0.189727638
424	7.844036697	0	0	0.090735637	0.21703512
425	8.467889908	0	0	0.108967564	0.248141904
426	9.091743119	0	0	0.119143523	0.285422554
427	9.449541284	0	0	0.142039432	0.324127941
428	9.724770642	0	0	0.154759381	0.373756322
429	10	0	0	0.179351283	0.425046898
430	9.908256881	0	0	0.203095188	0.485123359
431	9.724770642	0	0	0.228959084	0.551373685
432	9.357798165	0	0	0.261606954	0.631396481
433	8.834862385	0	0	0.291710833	0.720917531
434	8.28440367	0	0	0.329870681	0.819461924
435	7.587155963	0	0	0.373542506	0.947925819
436	6.908256881	0	0	0.423574306	1.093961485
437	6.247706422	0	0	0.481238075	1.245221191
438	5.642201835	0	0	0.543989824	1.425925486
439	5.036697248	0	0	0.618613526	1.635836915
440	4.559633028	0	0	0.69747721	1.866169591
441	4.100917431	0	0	0.780580878	2.124759575
442	3.688073394	0	0	0.890820437	2.446512953
443	3.330275229	0	0	1.00741997	2.812195759
444	2.981651376	0	0	1.149459402	3.224182556
445	2.669724771	0	0	1.304642781	3.703369506
446	2.376146789	0	0	1.491626033	4.263529077
447	2.100917431	0.012738854	0	1.695569218	4.895637927
448	1.871559633	0.01910828	0	1.929616282	5.600883338
449	1.651376147	0.025477707	0	2.179775281	6.355994586
450	1.47706422	0.025477707	0	2.445198219	7.148861397
451	1.302752294	0.01910828	0	2.706381174	7.932942322
452	1.146788991	0.012738854	0	2.949332203	8.64554888
453	1.027522936	0.012738854	0	3.157939368	9.252962268
454	0.905504587	0.012738854	0	3.319058724	9.726450265
455	0.810091743	0.01910828	0	3.411914352	9.961057156
456	0.722018349	0.025477707	0	3.437778249	10
457	0.642201835	0.025477707	0	3.388594446	9.780590317
458	0.582568807	0.025477707	0	3.268178927	9.407546363
459	0.524770642	0.01910828	0	3.086707653	8.881105597
460	0.471559633	0.025477707	0	2.88997244	8.272742384
461	0.422018349	0.031847134	0	2.672885308	7.650369245
462	0.376146789	0.031847134	0	2.488870045	7.072875359
463	0.341284404	0.038216561	0	2.322662709	6.541210553
464	0.30733945	0.038216561	0	2.177655289	6.089805998
465	0.276146789	0.038216561	0	2.054271783	5.717236958
466	0.24587156	0.038216561	0	1.961840153	5.429914753
467	0.218348624	0.044585987	0	1.902056392	5.203143922
468	0.197247706	0.057324841	0	1.842272631	4.988720823
469	0.17706422	0.076433121	0	1.785880856	4.820839171
470	0.159633028	0.089171975	0	1.73245707	4.634910835
471	0.143119266	0.095541401	0	1.678609286	4.447082849
472	0.130275229	0.108280255	0	1.619249523	4.235034312
473	0.122018349	0.121019108	0	1.552681789	4.0070762
474	0.113761468	0.140127389	0	1.470426118	3.785766865
475	0.104587156	0.165605096	0	1.39241043	3.553534538
476	0.095412844	0.197452229	0	1.317362731	3.336736875
477	0.087155963	0.229299363	0	1.251218995	3.140360459
478	0.080733945	0.25477707	0	1.181683273	2.96511766
479	0.074311927	0.280254777	0	1.131651473	2.806734263
480	0.068807339	0.318471338	0	1.088827645	2.67684563
481	0.063302752	0.356687898	0	1.059147763	2.581150714
482	0.058715596	0.401273885	0	1.041763833	2.519174602
483	0.05412844	0.445859873	0	1.032011872	2.471208415
484	0.049541284	0.496815287	0	1.027771889	2.445088215
485	0.043119266	0.573248408	0	1.025227899	2.419442927
486	0.037614679	0.643312102	0	1.036251855	2.420155296
487	0.034862385	0.719745223	0	1.049395802	2.416118538
488	0.035779817	0.802547771	0	1.061691753	2.423242229
489	0.036697248	0.891719745	0	1.08246767	2.428703726
490	0.034862385	1.012738854	0	1.107059572	2.447700235
491	0.033027523	1.133757962	0	1.125715497	2.461472704
492	0.033027523	1.27388535	0	1.150731397	2.480231757
493	0.033944954	1.426751592	0	1.18253127	2.508726522
494	0.033944954	1.585987261	0	1.215603138	2.5414955
495	0.029357798	1.777070064	0	1.250370999	2.578063781
496	0.024770642	1.961783439	0	1.29489082	2.609408021
497	0.023853211	2.171974522	0	1.344074624	2.661173509
498	0.024770642	2.382165605	0	1.400466398	2.704153112
499	0.024770642	2.617834395	0	1.455586178	2.765891767
500	0.02293578	2.885350318	0	1.507313971	2.819556906
501	0.020183486	3.152866242	0	1.574729701	2.882007931
502	0.021100917	3.496815287	0	1.638753445	2.939947285
503	0.022018349	3.840764331	0	1.710409158	3.011659108
504	0.021100917	4.203821656	0	1.776976892	3.067223898
505	0.021100917	4.566878981	0	1.845664617	3.129674922
506	0.020183486	4.929936306	0	1.918168327	3.189039014
507	0.021100917	5.350318471	0	1.997032012	3.254102059
508	0.022018349	5.770700637	0	2.061479754	3.307529741
509	0.021100917	6.191082803	0	2.139071444	3.360245055
510	0.018348624	6.624203822	0	2.208607166	3.413435281
511	0.017431193	7.006369427	0	2.269662921	3.471612091
512	0.017431193	7.452229299	0	2.336230655	3.514591694
513	0.018348624	7.898089172	0	2.409158363	3.566594638
